Proteomics,P_Value,Medians,Cancer,size
C1orf35,0.00012198398019478859,-0.4916685378345887,Gbm,0.9011620831731696
YBX1,0.0001229774393108153,-0.5839298062324785,Gbm,0.900350963965268
AKAP6,0.00012342121408658713,0.3637567270439461,Gbm,0.8999907548086945
NCL,0.00012406612892550473,-0.3727680272599479,Gbm,0.8994695836725637
UGT8,0.0001245524463761841,0.5552925314623416,Gbm,0.8990783674729317
TESC,0.0001278257071019737,0.49201148972679154,Gbm,0.8964842885216339
PEX5L,0.00012810502336192694,0.9507260311543679,Gbm,0.8962660135451628
MMP12,0.00013141421819549647,0.9145496755931527,Gbm,0.8937156252322372
ZFYVE27,0.0001318625231700965,0.444018720684461,Gbm,0.8933750669242293
CCDC6,0.00013215991542310905,0.4764060626080959,Gbm,0.8931497888150126
ENPP4,0.00013320872202420236,0.7037125340458635,Gbm,0.892359332133957
NUP153,0.00013657616491208764,-0.38395972299956044,Gbm,0.88986281142509
RPS15A,0.00014167948549992672,-0.33553135848752347,Gbm,0.8861943195919733
SELPLG,0.00015177774636460675,0.6003688887542046,Gbm,0.8793093302137963
EZH2,0.0001548978512334075,-0.8761952041203163,Gbm,0.8772744682597594
TTC14,0.00016035620256751602,-0.22395386495312022,Gbm,0.8738112951141874
SSRP1,0.00016099850990778812,-0.6323784150016856,Gbm,0.8734115448253771
ZDHHC20,0.00016520605901156174,0.2721856794565879,Gbm,0.8708317020724541
TLR7,0.00016540285976307075,0.5958485420065086,Gbm,0.8707126485541863
ACSL5,0.0001689901944886896,0.5389231854352476,Gbm,0.8685669865501456
EIF5A2,0.0001738185909299784,0.5029121439281374,Gbm,0.8657498383477413
PLEKHA8,0.0001871833103224239,-0.37349291303522103,Gbm,0.8583422152155815
SPC24,0.00019340737050147088,-0.8906050849964601,Gbm,0.855071186552921
PPP1R3E,0.00019755081363071126,0.38121933901604,Gbm,0.852951472250887
SMC4,0.00020190266592484286,-0.679094485521341,Gbm,0.8507724828548195
MAP7,0.0002028021555607874,0.6789398989164054,Gbm,0.8503279657305768
NAPEPLD,0.00020356571947423974,0.594146575602659,Gbm,0.8499521659398042
PNMA2,0.00020727263526062182,-0.7626537524897815,Gbm,0.8481475552732309
ADAP1,0.00022742141217314542,0.847223941489367,Gbm,0.8388705820248917
ANK3,0.00023175374890088276,0.8955846189519945,Gbm,0.8369835177162059
CDK11B,0.000238573328989316,-0.38226774641169725,Gbm,0.8340833835817033
ERMN,0.00023907689853151415,1.150162037717064,Gbm,0.833872530660569
NRIP2,0.00024191454016276654,0.656744064482397,Gbm,0.8326926033999417
SMC2,0.00024329039263215483,-0.7850345230351241,Gbm,0.8321254796697349
RFT1,0.00024398272115673314,-0.5689410133242538,Gbm,0.831841315010999
CMTM5,0.0002442765059104207,0.5782773446014045,Gbm,0.83172097533369
DDX39A,0.00024850826930496227,-0.4731640685429175,Gbm,0.8300034436100118
HMGB2,0.0002569587802378735,-0.661917298302351,Gbm,0.8266594874112094
TEAD1,0.00026055248873414283,-0.42690268954216004,Gbm,0.8252706224806108
VAT1L,0.0002741054641935698,1.1205710192308875,Gbm,0.8201997619817497
MCC,0.0002783463457541253,-0.443498426017027,Gbm,0.8186644371661906
SORBS1,0.0002851580537286513,0.41464290329331327,Gbm,0.8162466956928729
RRM1,0.0003057860160641589,-0.6171079235460786,Gbm,0.8092624994539903
EFHD1,0.0003111141402247335,0.3238068865419935,Gbm,0.8075350702747954
PRMT1,0.0003196943321851494,-0.47497650972332917,Gbm,0.8048145230597546
SYK,0.00032012529478437084,0.6975496593830832,Gbm,0.8046798092603554
CD2BP2,0.000323438429637786,-0.35346375853621825,Gbm,0.8036501787832186
ARL3,0.00033624004642285907,0.5248601176993499,Gbm,0.7997685229202769
SCRN2,0.0003475226291425243,0.35864283306697986,Gbm,0.796468077524503
NOM1,0.0003530186767142795,-0.47242760275279927,Gbm,0.7948989593891549
PHACTR3,0.00035376817449366525,0.9259827805780214,Gbm,0.7946868733666024
HSPA1L,0.00035855775059701365,0.2412479466507543,Gbm,0.7933420821366706
FBXO17,0.0003749177742384005,-0.6843572495400174,Gbm,0.7888803824734357
RAB18,0.0003866958978105017,0.42796897681165597,Gbm,0.7857871967603562
PYGO1,0.0003945923296301534,-0.6791310254116399,Gbm,0.7837657402906923
SESN1,0.0003991011288404178,0.3028690610346873,Gbm,0.7826295717448495
SPC25,0.0004067442000410265,-0.6988924673019556,Gbm,0.7807326071239007
IGFBP6,0.0004076403371957162,0.6845193253117366,Gbm,0.7805125298814162
ADAR,0.0004118132843672231,-0.32962920125437345,Gbm,0.7794940504621299
CTSD,0.00041793540141776435,0.4881012135227518,Gbm,0.7780183679445137
FN3K,0.00042150311004594224,0.472660675707018,Gbm,0.777168340203015
ARRB1,0.0004434369007481159,0.5329184162112575,Gbm,0.7720955041989281
CHTF8,0.0004442804752248836,-0.555404214789192,Gbm,0.7719054494014167
MAGT1,0.0004600687276938762,-0.41039909493137977,Gbm,0.7684134671611236
CD81,0.00047531346587230855,0.4296505473733545,Gbm,0.7651536043434234
PARP1,0.0004755694431813198,-0.47183393974841203,Gbm,0.7650997644199675
NCAPD2,0.0004838284690553451,-0.635393579865803,Gbm,0.7633780116841361
NUDT5,0.0004942223081222927,0.3619022986886582,Gbm,0.7612525125561495
SVIP,0.000510615916809705,0.6114382581084815,Gbm,0.7579892880885788
MARCO,0.0005152508186736743,1.2782191007158554,Gbm,0.7570856749308652
ARFGEF3,0.0005190630914810551,0.342453654728061,Gbm,0.7563485118639323
CHTF18,0.0005312571998346863,-0.5028870220999511,Gbm,0.7540264285187486
STRBP,0.000541766359777042,-0.4726600139911283,Gbm,0.7520675719984298
PKP4,0.0005623935027981318,0.36744006262415907,Gbm,0.7483308770169452
RANGRF,0.0005755186199530023,0.3076102602415737,Gbm,0.7460238975933022
DDX56,0.0005767613588981887,-0.34183675276783054,Gbm,0.7458081966439088
RFC2,0.0005795218391264982,-0.378253824939458,Gbm,0.7453307209740132
MFSD10,0.0005852207922677304,-0.4786043351855735,Gbm,0.744352135925856
TIMM44,0.0005882452415386753,-0.40458009613647766,Gbm,0.7438366619571541
NUF2,0.0005966527179425755,-0.9999421535022295,Gbm,0.7424175325820721
PLEKHG3,0.0006093976060683722,0.46435676377956653,Gbm,0.7403039619762403
RWDD4,0.0006135801455246297,-0.3173513066742827,Gbm,0.7396199665793556
STT3A,0.0006295750382012549,-0.33365866251435516,Gbm,0.7370465508722563
PLD1,0.0006385011482136307,0.3655044110412895,Gbm,0.7356387084194738
ZC3H8,0.0006467818910102746,-0.590884517592241,Gbm,0.7343501428472881
NAV3,0.0006560093163050704,0.6122173051999971,Gbm,0.732933556743647
RPS6KA1,0.000656956041117814,0.45154102933263063,Gbm,0.7327893450214614
GYG1,0.0006597291177436254,0.6952339176308195,Gbm,0.7323681234853462
THTPA,0.0006707778901440557,0.3471948653825917,Gbm,0.7307072488987683
CPM,0.0006725241931055701,1.0222477807880066,Gbm,0.730447247225719
NAPG,0.0006752923731633928,0.45435812021303,Gbm,0.7300364815444896
TIPIN,0.0006753330841513613,-0.4695510751474715,Gbm,0.730030453080009
DEK,0.0006918386476561909,-0.4947329799877238,Gbm,0.727615779766141
WDR75,0.0006944704223260541,-0.3446410700893575,Gbm,0.7272360985120196
ALOX15B,0.0007014525852487583,0.8281590302267526,Gbm,0.7262357251228184
GPATCH4,0.0007076882257393633,-0.3943254123832941,Gbm,0.7253506920382301
LY86,0.0007253834016011917,1.202476182873614,Gbm,0.7228810213096051
TRIM3,0.0007313115703275517,0.22456106579050492,Gbm,0.7220670964224191
MECP2,0.0007567968702171435,0.3537834021965427,Gbm,0.7186415675783329
BYSL,0.0007691675488436085,-0.362136349956554,Gbm,0.7170201733330432
PPP1R1A,0.0007738463915914966,1.0547430003437377,Gbm,0.7164137164546536
H2AFY2,0.000783334991097644,0.713438583242796,Gbm,0.7151950123201554
TM9SF4,0.0007887735039194106,-0.3824596060260085,Gbm,0.7145031345605876
PCTP,0.0007907494761936962,0.27787205685118066,Gbm,0.7142529358195813
CD55,0.000795510547651977,0.37994030852742255,Gbm,0.7136526451126658
PTDSS1,0.000803455469225807,-0.41873032299064955,Gbm,0.712658879532337
RPS6KA5,0.0008139444738075516,0.40319436233174055,Gbm,0.711361840828405
FMNL2,0.0008151961894889253,0.31651175108437796,Gbm,0.7112081750393321
WDR35,0.0008250263491452965,-0.32362480834507223,Gbm,0.7100095233781676
ATP6V1C1,0.0008355590606102336,0.36305804885843856,Gbm,0.7087409523486137
ELOVL1,0.000850834308451295,0.24121857807084435,Gbm,0.7069293150520221
CALB1,0.000854481649424598,1.333662443292567,Gbm,0.7065015530859121
CKAP2L,0.0008679949854492509,-0.9276002889655101,Gbm,0.7049324620452811
FCGR2A,0.000869373014330959,0.5729394650278383,Gbm,0.7047738279308201
MTURN,0.000872407846549108,0.9141292392964664,Gbm,0.70442535294669
S100A1,0.000872446075940736,1.8381179314419378,Gbm,0.7044209709877028
RFC4,0.0008725620189101824,-0.359550567040407,Gbm,0.7044076824568405
NUBPL,0.000873780475997487,0.4576946944311885,Gbm,0.7042681385485203
PTMS,0.0008757339655865848,-0.45872246993629145,Gbm,0.704044820540447
RPN1,0.0008898385073348806,-0.22910899228670306,Gbm,0.7024470564135291
SPPL2B,0.0009008922718103265,-0.396504250052549,Gbm,0.7012124872642789
XPO5,0.0009104169961823294,-0.4737716799557895,Gbm,0.7001607825849148
ZDHHC2,0.0009353050881771503,0.431148267429019,Gbm,0.6974637784383375
TOPBP1,0.0009622278008152829,-0.4930731012212592,Gbm,0.6946259336146784
C3AR1,0.0009660630227334903,0.5171251348467801,Gbm,0.6942281484954915
ARHGEF3,0.0009752394075491309,-0.3890472699049085,Gbm,0.6932827570903726
CARNMT1,0.0009765752188125852,-0.34097174194235486,Gbm,0.6931458781620179
TPPP,0.0010178527610775724,1.45139400644869,Gbm,0.6890060006798248
CIB1,0.0010308477065617738,0.3581530591731964,Gbm,0.6877373799153224
NCAPG,0.0010310230610560578,-0.611057231946497,Gbm,0.6877203706538826
ZC3H15,0.0010431250237732592,-0.3016955814060855,Gbm,0.6865534240757752
GPT,0.0010462221399882969,0.5551946794573676,Gbm,0.6862569564961205
CCNY,0.0010508776993043039,0.4066362170486203,Gbm,0.685812955988663
ZNF428,0.0010513421245760392,-0.3075640772898329,Gbm,0.6857687717150666
ADCY5,0.0010642461974813544,0.6337802561413495,Gbm,0.6845488526218604
RGS3,0.001084938122620247,0.35352457453160924,Gbm,0.6826232323459067
PADI2,0.001091885221100823,0.9310971573861941,Gbm,0.681984951606578
YIPF4,0.0011076463193720274,-0.2723428542530524,Gbm,0.6805517947957169
CIP2A,0.0011146116095512762,-0.48892819939585486,Gbm,0.6799249266992831
AKR1B10,0.0011237453287991552,0.3359345851085305,Gbm,0.6791088128984276
PRCC,0.001136047245456032,-0.27979450897156455,Gbm,0.6780200370238101
PDCD2L,0.0011380179073415201,-0.27034150260927026,Gbm,0.677846720760082
SLC39A11,0.001143624620231507,0.34684301910025234,Gbm,0.6773552569038949
PLXDC2,0.001154440694447278,0.594437194818195,Gbm,0.676413929952573
NUSAP1,0.001157547970171563,-0.795805707625012,Gbm,0.6761451329949821
WDR60,0.0011662851758411756,-0.2667279307207743,Gbm,0.6753931644764599
TRIP13,0.0011839173148742875,-0.597699890523457,Gbm,0.6738926580369159
RPL39,0.001186533566892322,-0.7266755895085757,Gbm,0.6736719191808207
MON1B,0.0011893006052988908,0.1820935093558493,Gbm,0.673438987127729
TUBB3,0.001225101638619194,0.449974708326058,Gbm,0.670473146812591
SDS,0.0012337800878209919,0.481341625476881,Gbm,0.6697672580222365
RHPN2,0.001246764564749213,-0.5122912759517554,Gbm,0.6687203431433258
CHEK1,0.0012636880128734792,-0.46168588400523813,Gbm,0.6673720838982162
SOX9,0.0012820989432151184,-0.636040371460018,Gbm,0.6659256744666845
RTN4,0.0012968120785840976,0.34940510973376376,Gbm,0.664784627344052
SOD1,0.0013181934497193397,0.6444655901738571,Gbm,0.6631493078467894
CTPS1,0.0013376464248224444,-0.27900086961980436,Gbm,0.6616843608683466
NUDT4,0.0013475329567413344,0.6234063513346516,Gbm,0.6609479797787194
CENPK,0.0013689406011268823,-0.5215188020250091,Gbm,0.6593718122129273
NOS1,0.00137908234652682,0.685095523944951,Gbm,0.6586336967286077
FRMD4A,0.001449470349549689,0.38299951821254796,Gbm,0.6536557065451873
BAG3,0.0014956699662095592,0.464590751646167,Gbm,0.6505181034590486
UNC119B,0.0015311872212756831,-0.33239663606984005,Gbm,0.6481711882862267
ME3,0.0015373326824586519,0.8068540505440389,Gbm,0.6477706388622544
STXBP6,0.0015424176173902242,0.826950960652414,Gbm,0.647440421211006
SETMAR,0.0015429430835759192,-0.3169386393710775,Gbm,0.6474063593140867
ARL15,0.0015642851948945741,0.284588525633648,Gbm,0.6460326303805861
CENPF,0.0015656075931124345,-0.553913767962281,Gbm,0.645948129192455
SERPINI1,0.0015885197751858916,0.431231333746374,Gbm,0.644495265536405
CADM3,0.0016481048143398304,1.235511043249491,Gbm,0.6408129248582948
BMP7,0.0016547863312881602,-0.6172423303443565,Gbm,0.640408338344971
ZNF776,0.0016749286573202729,-0.39184052104526246,Gbm,0.6391984707256813
GINS4,0.0016942464189549664,-0.742085636127684,Gbm,0.6380517227596462
SH3BGRL2,0.0016956875698375508,1.1250846247606698,Gbm,0.637966697447993
NEFH,0.0017025398085048584,1.1220663498035253,Gbm,0.6375634137832262
PHYHIPL,0.001705253604699728,0.7254845529450274,Gbm,0.6374041437548245
MAP7D2,0.0017115453771571745,0.8688745806917466,Gbm,0.6370358587253373
TUBB2A,0.0017182449955125856,0.5486718912288835,Gbm,0.6366451860515856
HNRNPA1L2,0.0017266880218319333,-0.3037348336838933,Gbm,0.6361550143599004
HEATR1,0.0017416565226880383,-0.2232163175511196,Gbm,0.6352918594110283
NDC80,0.001759762851326214,-0.6414968396665135,Gbm,0.6342576222575458
PBLD,0.00176062645181879,0.456880811496016,Gbm,0.6342085594729766
HNRNPA1,0.0017616520235246773,-0.3272752715760396,Gbm,0.6341503260458328
C1orf198,0.0017708957842361571,0.7178133068344505,Gbm,0.6336269767629373
FTH1,0.0018521692485196542,0.8741681784950225,Gbm,0.6291397760044015
FANCI,0.0018529255122098041,-0.49768644665484446,Gbm,0.6290989530970541
PCLAF,0.00188540050559899,-0.7704732842916936,Gbm,0.6273615010836889
POLA2,0.0019007671483266429,-0.4727690242924658,Gbm,0.6265497712022616
VAMP3,0.001916738684161446,0.31349678554820853,Gbm,0.6257130139201783
IFIT2,0.0019400718020526136,0.767265063677754,Gbm,0.6245030295224477
FAAH,0.001988159473821501,0.654182638413504,Gbm,0.6220545955744993
CBY1,0.002003111540556705,1.156561945187648,Gbm,0.6213053537100676
GYG2,0.0020059010627548786,-0.672191661771212,Gbm,0.6211661911319276
SOX10,0.0020392518320067306,1.2864067901300364,Gbm,0.6195172287411188
ATP6V1F,0.0020523699078784734,0.47833719249856355,Gbm,0.618876010092245
CSTB,0.0020891954277174126,0.3830000041414174,Gbm,0.6170976249937259
TMED1,0.0020951388678837734,-0.3693913435475665,Gbm,0.6168135442418766
ANP32E,0.0020962085861676023,-0.35302979552373304,Gbm,0.6167625001173423
NFIA,0.0021067047024300213,-0.6895443033592366,Gbm,0.6162630304703509
ST14,0.0021136345056696373,0.6965361102907837,Gbm,0.615934629878555
ABCG1,0.002141682757145656,0.4916530448362171,Gbm,0.6146163423833066
CACNA2D1,0.002172906097202812,0.659705947996293,Gbm,0.6131689792077922
NR2F1,0.00220693497522549,-0.7181941851979654,Gbm,0.6116150615111453
RIMS3,0.002209028945608326,0.624606350338745,Gbm,0.6115202251140498
ACSL1,0.0022208543033000088,0.5835718256277329,Gbm,0.6109863335816368
FBXO31,0.002233866466976873,0.23095877273752635,Gbm,0.6104021353184781
ANP32B,0.0022591845711277775,-0.46665927860340195,Gbm,0.6092751340040753
RIF1,0.0022595625421761457,-0.36054380904695105,Gbm,0.609258404984293
TTBK1,0.0022732846075123746,0.43871814538040044,Gbm,0.6086529529670163
ARHGEF37,0.0023195064622548887,0.40367365216180645,Gbm,0.6066400847721221
EFCAB7,0.0023212676994039316,-0.26624090628346403,Gbm,0.6065641820381277
RNF149,0.0023690377405031523,0.22259917016506792,Gbm,0.6045271422947518
TEN1,0.0023742959104614703,0.6530453789656049,Gbm,0.6043054344201181
BRMS1L,0.002407632065266236,-0.3611554643804134,Gbm,0.6029111560026532
CRYL1,0.00241155483919778,0.5439153519823459,Gbm,0.6027483578013925
TK1,0.002452257756003932,-0.4941210733669591,Gbm,0.6010746145713582
GTF2E2,0.0024748558768527703,-0.33366378160826526,Gbm,0.6001573116231645
SH3PXD2A,0.0025463417218870867,0.305618723507842,Gbm,0.5973097568730531
PLEKHA6,0.002574717643524408,0.7458081450587938,Gbm,0.5962015403878997
ASNS,0.002586208401249021,-0.37432460634452613,Gbm,0.5957562413616182
ZFP36L2,0.002591718415520595,-0.3666346265822996,Gbm,0.595543414238085
KSR2,0.00260424137672812,0.698603193217165,Gbm,0.5950613864335641
HMGN1,0.002611959535522028,-0.37633859856537744,Gbm,0.5947654559448277
ZNF655,0.0026393392953543465,-0.32707848235595927,Gbm,0.5937226660057134
OTUD6B,0.0026437871201517326,-0.2240381518163555,Gbm,0.5935542874548925
ITGB2,0.002652886579800931,0.7932125728153354,Gbm,0.5932106956417409
RPS24,0.002715975144361279,-0.35778760057453945,Gbm,0.5908604220888212
C7orf50,0.0027463921744337177,-0.2511478892026902,Gbm,0.5897467165215429
ADD3,0.0027491308704536265,0.5386414580340856,Gbm,0.5896470464364841
PPP2R2A,0.002756134153280586,0.23805952286578747,Gbm,0.5893926250208222
SH3GLB2,0.002789074389903161,0.5787939651731415,Gbm,0.588204549808469
ACBD5,0.0028155033326494284,0.2821019033064367,Gbm,0.5872614229590873
MPI,0.002833294984486687,0.2335260908821624,Gbm,0.5866314939132625
PNPLA2,0.0028490502941296387,0.23052146047749697,Gbm,0.5860769570365026
FN3KRP,0.0028566584410800867,0.34655727126545455,Gbm,0.5858102714479914
SRCIN1,0.0028804155071806593,0.7078322303317255,Gbm,0.5849820721914061
NAT10,0.0028910241922124207,-0.29859238152496503,Gbm,0.5846144447870724
ENO2,0.0029114482615289253,0.545116000360179,Gbm,0.5839104637228327
CHN2,0.002912445009205966,0.4247826238559395,Gbm,0.583876234122789
HSPA12B,0.002919639275049334,0.766431102135146,Gbm,0.5836295206275148
PPP1R12B,0.002963319200037885,0.3464295839003788,Gbm,0.5821445287526847
TOE1,0.0030056463422193378,-0.452626920653445,Gbm,0.5807262645198368
VTI1A,0.0030256356389357394,0.37370104856272446,Gbm,0.580063408099945
GATM,0.003084375262562942,-0.698885084712517,Gbm,0.5781406150215641
CNTN1,0.0031067938086007086,1.2555464251320338,Gbm,0.5774164014274923
CDCA5,0.0031399151040558473,-0.4459631708973979,Gbm,0.5763559516352369
HDAC1,0.003219382668050767,-0.3440578712415813,Gbm,0.5738565655802721
DSCC1,0.0032698857684748113,-0.6520033438024019,Gbm,0.5723000227871284
OLFML2A,0.003273700129410769,-0.3665110681897978,Gbm,0.572183439573352
RCSD1,0.003296489274822279,0.4113534909266669,Gbm,0.5714897232920754
NT5DC2,0.0033831391177266516,-0.5815306695862834,Gbm,0.5688951267437693
MSH2,0.003420386690086328,-0.418563315740096,Gbm,0.5678001667022542
CXCL17,0.0034247972678430076,0.7973956831511054,Gbm,0.5676713000890511
SYNPO2,0.0034290978669756786,0.6411616575425035,Gbm,0.5675458064941687
DENND2A,0.0035921680820114785,-0.6034871831936766,Gbm,0.5628999336203923
DCAF13,0.003631599109182717,-0.21606596596601185,Gbm,0.5618082201762793
SREK1,0.003661460056746873,-0.31525887998486485,Gbm,0.5609893288508896
AES,0.0036733358819077606,-0.22599214924356043,Gbm,0.5606655070121429
LYPLA1,0.0036808030714810904,-0.37715483087818946,Gbm,0.5604624324663167
DAAM2,0.00370420943816527,0.6769839812276459,Gbm,0.5598285420015623
LRRC59,0.0037125024376200378,-0.405290411234601,Gbm,0.5596049118255545
PPDPF,0.0037471531044750346,0.4387264106983527,Gbm,0.5586758899456908
NECAB1,0.0038061825861932072,0.6486573412898511,Gbm,0.5571128538007886
C2CD2,0.003850816781054644,0.30488834034679346,Gbm,0.5559470002259985
DDOST,0.003854982185949187,-0.2713253759289534,Gbm,0.5558388893002375
NUTF2,0.003872018234408446,0.2605255910291569,Gbm,0.5553979400279193
ASTN2,0.0038823626051795617,0.327965293043994,Gbm,0.5551311391802108
KLC3,0.0039445997393436835,0.3044273952526832,Gbm,0.553540779007415
ALCAM,0.003950927548346881,0.584360041242209,Gbm,0.5533804905269264
BTD,0.003968574027054691,0.5265512184012908,Gbm,0.5529348435946067
NPC2,0.004004178529783525,0.768490923937001,Gbm,0.5520416830665149
PGM2L1,0.004023592229515052,0.7097281211417159,Gbm,0.5515580185932953
C1orf131,0.004095278947485133,-0.3125687459263118,Gbm,0.5497920444953113
ATP6V1A,0.004102380589525769,0.3583285639040629,Gbm,0.5496187842181526
GGA2,0.004218570774809652,0.3087125968603675,Gbm,0.5468258887253945
TPX2,0.004258857572770834,-0.640139422066591,Gbm,0.545875433007222
DUSP14,0.004268136134524767,0.35810165818365675,Gbm,0.5456578049489748
LST1,0.004269733490606514,0.5345165022278466,Gbm,0.5456203868067327
PIK3R1,0.004282296281711184,0.1883903248023968,Gbm,0.5453265898842334
AKT2,0.0043339265192831,-0.3006587043309975,Gbm,0.5441281330491832
CTSH,0.004334801447969566,0.5052394375767943,Gbm,0.5441079471881725
HBM,0.004338726803956679,0.8384962514603679,Gbm,0.5440174337052831
